"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/23/2025","AQS","060251003","1","12","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"04/24/2025","AQS","060251003","1","19.1","ppb","18","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"04/25/2025","AQS","060251003","1","4.6","ppb","4","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"04/26/2025","AQS","060251003","1","1.3","ppb","1","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"04/27/2025","AQS","060251003","1","1.3","ppb","1","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"04/28/2025","AQS","060251003","1","12.2","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"04/29/2025","AQS","060251003","1","7.9","ppb","7","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"04/30/2025","AQS","060251003","1","17.9","ppb","16","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/01/2025","AQS","060251003","1","11.4","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/02/2025","AQS","060251003","1","17.1","ppb","16","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/03/2025","AQS","060251003","1","16.2","ppb","15","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/04/2025","AQS","060251003","1","1","ppb","1","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/05/2025","AQS","060251003","1","4.1","ppb","4","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/06/2025","AQS","060251003","1","10.8","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/07/2025","AQS","060251003","1","13.6","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/08/2025","AQS","060251003","1","12.1","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/09/2025","AQS","060251003","1","11","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/10/2025","AQS","060251003","1","13.3","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/11/2025","AQS","060251003","1","7.5","ppb","7","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/12/2025","AQS","060251003","1","6","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/13/2025","AQS","060251003","1","2.4","ppb","2","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/14/2025","AQS","060251003","1","4.6","ppb","4","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/15/2025","AQS","060251003","1","7.7","ppb","7","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/16/2025","AQS","060251003","1","20.3","ppb","19","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/17/2025","AQS","060251003","1","2.6","ppb","2","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/18/2025","AQS","060251003","1","2.2","ppb","2","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/19/2025","AQS","060251003","1","6.8","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/20/2025","AQS","060251003","1","11.9","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/21/2025","AQS","060251003","1","20.4","ppb","19","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/22/2025","AQS","060251003","1","15.8","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/23/2025","AQS","060251003","1","21.1","ppb","20","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/24/2025","AQS","060251003","1","2.6","ppb","2","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/25/2025","AQS","060251003","1","6.6","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/26/2025","AQS","060251003","1","9.3","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/27/2025","AQS","060251003","1","13.9","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/28/2025","AQS","060251003","1","12.6","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/29/2025","AQS","060251003","1","14","ppb","13","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/30/2025","AQS","060251003","1","13.1","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"05/31/2025","AQS","060251003","1","15.6","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/01/2025","AQS","060251003","1","6.6","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/02/2025","AQS","060251003","1","11.6","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/03/2025","AQS","060251003","1","9.8","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/04/2025","AQS","060251003","1","10.5","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/05/2025","AQS","060251003","1","10.3","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/06/2025","AQS","060251003","1","16.6","ppb","15","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/07/2025","AQS","060251003","1","22.5","ppb","21","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/08/2025","AQS","060251003","1","20.3","ppb","19","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/09/2025","AQS","060251003","1","17.2","ppb","16","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/10/2025","AQS","060251003","1","24.3","ppb","23","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/11/2025","AQS","060251003","1","10.7","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/12/2025","AQS","060251003","1","15.1","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/13/2025","AQS","060251003","1","11.9","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/14/2025","AQS","060251003","1","21.9","ppb","20","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/15/2025","AQS","060251003","1","5.9","ppb","5","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/16/2025","AQS","060251003","1","15.5","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/17/2025","AQS","060251003","1","14.8","ppb","13","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/18/2025","AQS","060251003","1","17.3","ppb","16","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/19/2025","AQS","060251003","1","13.9","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/20/2025","AQS","060251003","1","16.9","ppb","15","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/21/2025","AQS","060251003","1","17.4","ppb","16","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/22/2025","AQS","060251003","1","4","ppb","4","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/23/2025","AQS","060251003","1","6.7","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/24/2025","AQS","060251003","1","12.7","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/25/2025","AQS","060251003","1","15.4","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/26/2025","AQS","060251003","1","21.3","ppb","20","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/27/2025","AQS","060251003","1","15.6","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/28/2025","AQS","060251003","1","14.4","ppb","13","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/29/2025","AQS","060251003","1","2.1","ppb","2","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"06/30/2025","AQS","060251003","1","6.9","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/01/2025","AQS","060251003","1","8.6","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/02/2025","AQS","060251003","1","9.7","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/03/2025","AQS","060251003","1","7.5","ppb","7","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/04/2025","AQS","060251003","1","9.1","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/05/2025","AQS","060251003","1","6.6","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/06/2025","AQS","060251003","1","3.3","ppb","3","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/07/2025","AQS","060251003","1","15.9","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/08/2025","AQS","060251003","1","7","ppb","7","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/09/2025","AQS","060251003","1","15.3","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/10/2025","AQS","060251003","1","10.8","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/11/2025","AQS","060251003","1","6.6","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/12/2025","AQS","060251003","1","9.3","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/13/2025","AQS","060251003","1","14.9","ppb","13","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/14/2025","AQS","060251003","1","8.6","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/15/2025","AQS","060251003","1","11.2","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/16/2025","AQS","060251003","1","6.7","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/17/2025","AQS","060251003","1","10","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/18/2025","AQS","060251003","1","19.5","ppb","18","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/19/2025","AQS","060251003","1","10.2","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/20/2025","AQS","060251003","1","5.7","ppb","5","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/21/2025","AQS","060251003","1","7","ppb","7","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/22/2025","AQS","060251003","1","4.5","ppb","4","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/23/2025","AQS","060251003","1","12.1","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/24/2025","AQS","060251003","1","6.7","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/25/2025","AQS","060251003","1","9.9","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/26/2025","AQS","060251003","1","4.3","ppb","4","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/27/2025","AQS","060251003","1","3.4","ppb","3","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/28/2025","AQS","060251003","1","13.4","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/29/2025","AQS","060251003","1","18.6","ppb","17","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/30/2025","AQS","060251003","1","20.6","ppb","19","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"07/31/2025","AQS","060251003","1","13.8","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/01/2025","AQS","060251003","1","22.9","ppb","21","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/02/2025","AQS","060251003","1","9.8","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/03/2025","AQS","060251003","1","11.1","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/04/2025","AQS","060251003","1","15.1","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/05/2025","AQS","060251003","1","19.8","ppb","18","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/06/2025","AQS","060251003","1","25.1","ppb","24","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/07/2025","AQS","060251003","1","15.6","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/08/2025","AQS","060251003","1","6.5","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/09/2025","AQS","060251003","1","8.4","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/10/2025","AQS","060251003","1","9.5","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/11/2025","AQS","060251003","1","13.8","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/12/2025","AQS","060251003","1","18.7","ppb","17","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/13/2025","AQS","060251003","1","12.4","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/14/2025","AQS","060251003","1","6.8","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/15/2025","AQS","060251003","1","13.2","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/16/2025","AQS","060251003","1","10.1","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/17/2025","AQS","060251003","1","6.7","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/18/2025","AQS","060251003","1","11.4","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/19/2025","AQS","060251003","1","15.2","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/20/2025","AQS","060251003","1","15.1","ppb","14","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/21/2025","AQS","060251003","1","19","ppb","18","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/22/2025","AQS","060251003","1","22.5","ppb","21","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/23/2025","AQS","060251003","1","8","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/24/2025","AQS","060251003","1","20.5","ppb","19","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/25/2025","AQS","060251003","1","26.7","ppb","25","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/26/2025","AQS","060251003","1","17","ppb","16","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/27/2025","AQS","060251003","1","21.9","ppb","20","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/28/2025","AQS","060251003","1","10.4","ppb","9","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/29/2025","AQS","060251003","1","13.4","ppb","12","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/30/2025","AQS","060251003","1","11","ppb","10","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"08/31/2025","AQS","060251003","1","12.4","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/01/2025","AQS","060251003","1","27.1","ppb","25","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/02/2025","AQS","060251003","1","6.9","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/03/2025","AQS","060251003","1","18.6","ppb","17","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/04/2025","AQS","060251003","1","22","ppb","21","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/05/2025","AQS","060251003","1","12.7","ppb","11","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/06/2025","AQS","060251003","1","9.2","ppb","8","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
"09/07/2025","AQS","060251003","1","6.9","ppb","6","El Centro-9th Street","23","96.0000","42602","Nitrogen dioxide (NO2)","099","20940","El Centro, CA","06","California","025","Imperial","32.79222","-115.56306"
